 location_description,date_month,count
Derwent Valley,2016-09,5
Derwent Valley,2016-10,6
Derwent Valley,2016-11,15
Derwent Valley,2016-12,8
Derwent Valley,2017-01,10
Derwent Valley,2017-02,6
Derwent Valley,2017-03,15
Derwent Valley,2017-04,6
Derwent Valley,2017-05,9
Derwent Valley,2017-06,13
Derwent Valley,2017-07,11
Derwent Valley,2017-08,9
Derwent Valley,2017-09,5
Derwent Valley,2017-10,9
Derwent Valley,2017-11,11
Derwent Valley,2017-12,8
Derwent Valley,2018-01,18
Derwent Valley,2018-02,14
Derwent Valley,2018-03,9
Derwent Valley,2018-04,13
Derwent Valley,2018-05,8
Derwent Valley,2018-06,6
Derwent Valley,2018-07,15
Derwent Valley,2018-08,13
Derwent Valley,2018-09,9
Derwent Valley,2018-10,11
Derwent Valley,2018-11,8
Derwent Valley,2018-12,18
Derwent Valley,2019-01,8
Derwent Valley,2019-02,5
Derwent Valley,2019-03,13
Derwent Valley,2019-04,6
Derwent Valley,2019-05,7
Derwent Valley,2019-06,12
Derwent Valley,2019-07,7
Derwent Valley,2019-08,8
Derwent Valley,2019-09,12
Derwent Valley,2019-10,8
Derwent Valley,2019-11,6
Derwent Valley,2019-12,13
Derwent Valley,2020-01,12
Derwent Valley,2020-02,6
Derwent Valley,2020-03,13
Derwent Valley,2020-04,9
Derwent Valley,2020-05,7
Derwent Valley,2020-06,7
Derwent Valley,2020-07,11
Derwent Valley,2020-08,9
Derwent Valley,2020-09,9
Derwent Valley,2020-10,7
Derwent Valley,2020-11,9
Derwent Valley,2020-12,1
Devonport,2010-01,27
Devonport,2010-02,30
Devonport,2010-03,37
Devonport,2010-04,22
Devonport,2010-05,31
Devonport,2010-06,40
Devonport,2010-07,45
Devonport,2010-08,27
Devonport,2010-09,39
Devonport,2010-10,29
Devonport,2010-11,36
Devonport,2010-12,31
Devonport,2011-01,32
Devonport,2011-02,27
Devonport,2011-03,29
Devonport,2011-04,23
Devonport,2011-05,37
Devonport,2011-06,21
Devonport,2011-07,23
Devonport,2011-08,26
Devonport,2011-09,23
Devonport,2011-10,21
Devonport,2011-11,28
Devonport,2011-12,21
Devonport,2012-01,21
Devonport,2012-02,32
Devonport,2012-03,19
Devonport,2012-04,23
Devonport,2012-05,36
Devonport,2012-06,25
Devonport,2012-07,21
Devonport,2012-08,25
Devonport,2012-09,25
Devonport,2012-10,16
Devonport,2012-11,31
Devonport,2012-12,33
Devonport,2013-01,35
Devonport,2013-02,31
Devonport,2013-03,24
Devonport,2013-04,32
Devonport,2013-05,36
Devonport,2013-06,31
Devonport,2013-07,36
Devonport,2013-08,28
Devonport,2013-09,23
Devonport,2013-10,18
Devonport,2013-11,31
Devonport,2013-12,33
Devonport,2014-01,26
Devonport,2014-02,17
Devonport,2014-03,32
Devonport,2014-04,31
Devonport,2014-05,31
Devonport,2014-06,26
Devonport,2014-07,20
Devonport,2014-08,21
Devonport,2014-09,25
Devonport,2014-10,30
Devonport,2014-11,21
Devonport,2014-12,29
Devonport,2015-01,28
Devonport,2015-02,23
Devonport,2015-03,23
Devonport,2015-04,32
Devonport,2015-05,28
Devonport,2015-06,31
Devonport,2015-07,27
Devonport,2015-08,19
Devonport,2015-09,23
Devonport,2015-10,23
Devonport,2015-11,22
Devonport,2015-12,28
Devonport,2016-01,30
Devonport,2016-02,31
Devonport,2016-03,30
Devonport,2016-04,35
Devonport,2016-05,25
Devonport,2016-06,33
Devonport,2016-07,29
Devonport,2016-08,22
Devonport,2016-09,25
Devonport,2016-10,20
Devonport,2016-11,28
Devonport,2016-12,40
Devonport,2017-01,25
Devonport,2017-02,22
Devonport,2017-03,37
Devonport,2017-04,29
Devonport,2017-05,30
Devonport,2017-06,27
Devonport,2017-07,35
Devonport,2017-08,26
Devonport,2017-09,28
Devonport,2017-10,25
Devonport,2017-11,22
Devonport,2017-12,22
Devonport,2018-01,28
Devonport,2018-02,34
Devonport,2018-03,24
Devonport,2018-04,21
Devonport,2018-05,31
Devonport,2018-06,17
Devonport,2018-07,24
Devonport,2018-08,25
Devonport,2018-09,14
Devonport,2018-10,22
Devonport,2018-11,29
Devonport,2018-12,26
Devonport,2019-01,23
Devonport,2019-02,28
Devonport,2019-03,32
Devonport,2019-04,26
Devonport,2019-05,31
Devonport,2019-06,31
Devonport,2019-07,28
Devonport,2019-08,25
Devonport,2019-09,19
Devonport,2019-10,38
Devonport,2019-11,20
Devonport,2019-12,19
Devonport,2020-01,28
Devonport,2020-02,31
Devonport,2020-03,28
Devonport,2020-04,13
Devonport,2020-05,18
Devonport,2020-06,27
Devonport,2020-07,16
Devonport,2020-08,27
Devonport,2020-09,21
Devonport,2020-10,17
Devonport,2020-11,15
Devonport,2020-12,6
Dorset,2010-01,4
Dorset,2010-02,5
Dorset,2010-03,5
Dorset,2010-04,11
Dorset,2010-05,6
Dorset,2010-06,3
Dorset,2010-07,6
Dorset,2010-08,6
Dorset,2010-09,5
Dorset,2010-10,5
Dorset,2010-11,7
Dorset,2010-12,8
Dorset,2011-01,5
Dorset,2011-02,4
Dorset,2011-03,9
Dorset,2011-04,3
Dorset,2011-05,7
Dorset,2011-06,5
Dorset,2011-07,5
Dorset,2011-08,5
Dorset,2011-09,8
Dorset,2011-10,5
Dorset,2011-11,8
Dorset,2011-12,6
Dorset,2012-01,4
Dorset,2012-02,6
Dorset,2012-03,8
Dorset,2012-04,5
Dorset,2012-05,7
Dorset,2012-06,8
Dorset,2012-07,4
Dorset,2012-08,3
Dorset,2012-09,5
Dorset,2012-10,8
Dorset,2012-11,2
Dorset,2012-12,2
Dorset,2013-01,8
Dorset,2013-02,6
Dorset,2013-03,5
Dorset,2013-04,8
Dorset,2013-05,8
Dorset,2013-06,1
Dorset,2013-07,6
Dorset,2013-08,5
Dorset,2013-09,8
Dorset,2013-10,4
Dorset,2013-11,5
Dorset,2013-12,4
Dorset,2014-01,9
Dorset,2014-02,5
Dorset,2014-03,4
Dorset,2014-04,7
Dorset,2014-05,5
Dorset,2014-06,5
Dorset,2014-07,6
Dorset,2014-08,5
Dorset,2014-09,5
Dorset,2014-10,6
Dorset,2014-11,3
Dorset,2014-12,6
Dorset,2015-01,10
Dorset,2015-02,11
Dorset,2015-03,8
Dorset,2015-04,2
Dorset,2015-05,7
Dorset,2015-06,4
Dorset,2015-07,5
Dorset,2015-08,9
Dorset,2015-09,5
Dorset,2015-10,4
Dorset,2015-11,10
Dorset,2015-12,5
Dorset,2016-01,4
Dorset,2016-02,6
Dorset,2016-03,8
Dorset,2016-04,7
Dorset,2016-05,4
Dorset,2016-06,3
Dorset,2016-07,5
Dorset,2016-08,5
Dorset,2016-09,12
Dorset,2016-10,7
Dorset,2016-11,6
Dorset,2016-12,5
Dorset,2017-01,8
Dorset,2017-02,7
Dorset,2017-03,4
Dorset,2017-04,10
Dorset,2017-05,5
Dorset,2017-06,8
Dorset,2017-07,5
Dorset,2017-08,5
Dorset,2017-09,7
Dorset,2017-10,5
Dorset,2017-11,8
Dorset,2017-12,9
Dorset,2018-01,7
Dorset,2018-02,4
Dorset,2018-03,7
Dorset,2018-04,3
Dorset,2018-05,6
Dorset,2018-06,7
Dorset,2018-07,8
Dorset,2018-08,3
Dorset,2018-09,5
Dorset,2018-10,7
Dorset,2018-11,7
Dorset,2018-12,6
Dorset,2019-01,8
Dorset,2019-02,6
Dorset,2019-03,9
Dorset,2019-04,5
Dorset,2019-05,5
Dorset,2019-06,6
Dorset,2019-07,4
Dorset,2019-08,5
Dorset,2019-09,5
Dorset,2019-10,6
Dorset,2019-11,4
Dorset,2019-12,11
Dorset,2020-01,12
Dorset,2020-02,7
Dorset,2020-03,4
Dorset,2020-04,2
Dorset,2020-05,3
Dorset,2020-06,4
Dorset,2020-07,6
Dorset,2020-08,7
Dorset,2020-09,3
Dorset,2020-10,5
Dorset,2020-11,5
Dorset,2020-12,1
Flinders,2010-02,1
Flinders,2010-03,2
Flinders,2010-04,2
Flinders,2010-05,1
Flinders,2010-08,1
Flinders,2011-05,1
Flinders,2011-06,2
Flinders,2011-09,2
Flinders,2012-01,1
Flinders,2012-03,1
Flinders,2012-09,1
Flinders,2013-02,1
Flinders,2013-03,1
Flinders,2013-06,1
Flinders,2013-07,1
Flinders,2013-10,1
Flinders,2013-12,1
Flinders,2014-04,1
Flinders,2014-05,2
Flinders,2014-06,2
Flinders,2014-12,2
Flinders,2015-01,1
Flinders,2015-02,1
Flinders,2015-04,1
Flinders,2015-05,1
Flinders,2015-07,1
Flinders,2015-10,1
Flinders,2016-01,1
Flinders,2016-03,1
Flinders,2016-04,1
Flinders,2016-05,3
Flinders,2016-06,1
Flinders,2016-08,2
Flinders,2016-12,1
Flinders,2017-01,1
Flinders,2017-11,1
Flinders,2017-12,1
Flinders,2018-01,3
Flinders,2018-05,1
Flinders,2018-06,1
Flinders,2018-07,2
Flinders,2018-08,2
Flinders,2018-09,1
Flinders,2019-01,3
Flinders,2019-02,1
Flinders,2019-04,1
Flinders,2019-08,1
Flinders,2019-09,1
Flinders,2020-02,2
Flinders,2020-03,3
Flinders,2020-08,1
Flinders,2020-10,1
George Town,2010-01,7
George Town,2010-02,6
George Town,2010-03,5
George Town,2010-04,6
George Town,2010-05,1
George Town,2010-06,4
George Town,2010-07,2
George Town,2010-08,1
George Town,2010-09,3
George Town,2010-10,3
George Town,2010-11,4
George Town,2010-12,9
George Town,2011-01,2
George Town,2011-02,4
George Town,2011-03,2
George Town,2011-04,7
George Town,2011-05,7
George Town,2011-06,5
George Town,2011-07,8
George Town,2011-08,6
George Town,2011-09,5
George Town,2011-10,4
George Town,2011-11,6
George Town,2011-12,11
George Town,2012-01,7
George Town,2012-02,7
George Town,2012-03,5
George Town,2012-04,5
George Town,2012-05,5
George Town,2012-06,5
George Town,2012-07,4
George Town,2012-08,4
George Town,2012-09,3
George Town,2012-10,12
George Town,2012-11,3
George Town,2012-12,8
George Town,2013-01,5
George Town,2013-02,3
George Town,2013-03,5
George Town,2013-04,9
George Town,2013-05,10
George Town,2013-06,4
George Town,2013-07,9
George Town,2013-08,1
George Town,2013-09,3
George Town,2013-10,7
George Town,2013-11,7
George Town,2013-12,4
George Town,2014-01,5
George Town,2014-02,4
George Town,2014-03,2
George Town,2014-04,2
George Town,2014-05,8
George Town,2014-06,8
George Town,2014-07,5
George Town,2014-08,2
George Town,2014-09,1
George Town,2014-10,8
George Town,2014-11,8
George Town,2014-12,12
George Town,2015-01,4
George Town,2015-02,6
George Town,2015-03,1
George Town,2015-04,7
George Town,2015-05,5
George Town,2015-06,4
George Town,2015-07,3
George Town,2015-08,5
George Town,2015-09,4
George Town,2015-10,6
George Town,2015-11,5
George Town,2015-12,3
George Town,2016-01,1
George Town,2016-02,1
George Town,2016-03,3
George Town,2016-04,2
George Town,2016-05,6
George Town,2016-06,3
George Town,2016-07,4
George Town,2016-08,8
George Town,2016-09,1
George Town,2016-10,4
George Town,2016-11,2
George Town,2016-12,7
George Town,2017-01,8
George Town,2017-02,3
George Town,2017-03,4
George Town,2017-04,4
George Town,2017-05,5
George Town,2017-06,1
George Town,2017-07,7
George Town,2017-08,9
George Town,2017-09,6
George Town,2017-10,5
George Town,2017-11,7
George Town,2017-12,7
George Town,2018-01,5
George Town,2018-02,7
George Town,2018-03,7
George Town,2018-04,2
George Town,2018-05,4
George Town,2018-06,5
George Town,2018-07,8
George Town,2018-08,5
George Town,2018-09,8
George Town,2018-10,3
George Town,2018-11,8
George Town,2018-12,2
George Town,2019-01,6
George Town,2019-02,5
George Town,2019-03,4
George Town,2019-04,6
George Town,2019-05,4
George Town,2019-06,2
George Town,2019-07,3
George Town,2019-08,3
George Town,2019-09,6
George Town,2019-10,3
George Town,2019-11,10
George Town,2019-12,1
George Town,2020-01,3
George Town,2020-02,2
George Town,2020-03,7
George Town,2020-04,5
George Town,2020-05,2
George Town,2020-06,7
George Town,2020-07,3
George Town,2020-08,4
George Town,2020-09,4
George Town,2020-10,2
George Town,2020-11,1
Glamorgan-Spring Bay,2010-01,11
Glamorgan-Spring Bay,2010-02,19
Glamorgan-Spring Bay,2010-03,11
Glamorgan-Spring Bay,2010-04,5
Glamorgan-Spring Bay,2010-05,3
Glamorgan-Spring Bay,2010-06,7
Glamorgan-Spring Bay,2010-07,7
Glamorgan-Spring Bay,2010-08,2
Glamorgan-Spring Bay,2010-09,7
Glamorgan-Spring Bay,2010-10,4
Glamorgan-Spring Bay,2010-11,5
Glamorgan-Spring Bay,2010-12,5
Glamorgan-Spring Bay,2011-01,9
Glamorgan-Spring Bay,2011-02,8
Glamorgan-Spring Bay,2011-03,4
Glamorgan-Spring Bay,2011-04,8
Glamorgan-Spring Bay,2011-05,7
Glamorgan-Spring Bay,2011-06,4
Glamorgan-Spring Bay,2011-07,5
Glamorgan-Spring Bay,2011-08,3
Glamorgan-Spring Bay,2011-09,2
Glamorgan-Spring Bay,2011-10,3
Glamorgan-Spring Bay,2011-11,6
Glamorgan-Spring Bay,2011-12,6
Glamorgan-Spring Bay,2012-01,4
Glamorgan-Spring Bay,2012-02,8
Glamorgan-Spring Bay,2012-03,9
Glamorgan-Spring Bay,2012-04,7
Glamorgan-Spring Bay,2012-05,4
Glamorgan-Spring Bay,2012-06,5
Glamorgan-Spring Bay,2012-07,2
Glamorgan-Spring Bay,2012-08,4
Glamorgan-Spring Bay,2012-09,7
Glamorgan-Spring Bay,2012-10,2
Glamorgan-Spring Bay,2012-11,5
Glamorgan-Spring Bay,2012-12,6
Glamorgan-Spring Bay,2013-01,7
Glamorgan-Spring Bay,2013-02,9
Glamorgan-Spring Bay,2013-03,7
Glamorgan-Spring Bay,2013-04,10
Glamorgan-Spring Bay,2013-05,3
Glamorgan-Spring Bay,2013-06,5
Glamorgan-Spring Bay,2013-07,2
Glamorgan-Spring Bay,2013-08,5
Glamorgan-Spring Bay,2013-09,7
Glamorgan-Spring Bay,2013-10,5
Glamorgan-Spring Bay,2013-11,10
Glamorgan-Spring Bay,2013-12,4
Glamorgan-Spring Bay,2014-01,11
Glamorgan-Spring Bay,2014-02,7
Glamorgan-Spring Bay,2014-03,8
Glamorgan-Spring Bay,2014-04,3
Glamorgan-Spring Bay,2014-05,3
Glamorgan-Spring Bay,2014-06,3
Glamorgan-Spring Bay,2014-07,5
Glamorgan-Spring Bay,2014-08,4
Glamorgan-Spring Bay,2014-09,5
Glamorgan-Spring Bay,2014-10,3
Glamorgan-Spring Bay,2014-11,6
Glamorgan-Spring Bay,2014-12,4
Glamorgan-Spring Bay,2015-01,13
Glamorgan-Spring Bay,2015-02,4
Glamorgan-Spring Bay,2015-03,8
Glamorgan-Spring Bay,2015-04,6
Glamorgan-Spring Bay,2015-05,4
Glamorgan-Spring Bay,2015-06,5
Glamorgan-Spring Bay,2015-07,2
Glamorgan-Spring Bay,2015-08,4
Glamorgan-Spring Bay,2015-09,7
Glamorgan-Spring Bay,2015-10,5
Glamorgan-Spring Bay,2015-11,8
Glamorgan-Spring Bay,2015-12,16
Glamorgan-Spring Bay,2016-01,13
Glamorgan-Spring Bay,2016-02,14
Glamorgan-Spring Bay,2016-03,13
Glamorgan-Spring Bay,2016-04,6
Glamorgan-Spring Bay,2016-05,7
Glamorgan-Spring Bay,2016-06,4
Glamorgan-Spring Bay,2016-07,5
Glamorgan-Spring Bay,2016-08,4
Glamorgan-Spring Bay,2016-09,9
Glamorgan-Spring Bay,2016-10,9
Glamorgan-Spring Bay,2016-11,11
Glamorgan-Spring Bay,2016-12,13
Glamorgan-Spring Bay,2017-01,11
Glamorgan-Spring Bay,2017-02,8
Glamorgan-Spring Bay,2017-03,12
Glamorgan-Spring Bay,2017-04,8
Glamorgan-Spring Bay,2017-05,4
Glamorgan-Spring Bay,2017-06,4
Glamorgan-Spring Bay,2017-07,3
Glamorgan-Spring Bay,2017-08,6
Glamorgan-Spring Bay,2017-09,4
Glamorgan-Spring Bay,2017-10,7
Glamorgan-Spring Bay,2017-11,9
Glamorgan-Spring Bay,2017-12,9
Glamorgan-Spring Bay,2018-01,7
Glamorgan-Spring Bay,2018-02,9
Glamorgan-Spring Bay,2018-03,11
Glamorgan-Spring Bay,2018-04,7
Glamorgan-Spring Bay,2018-05,6
Glamorgan-Spring Bay,2018-06,4
Glamorgan-Spring Bay,2018-07,1
Glamorgan-Spring Bay,2018-08,6
Glamorgan-Spring Bay,2018-09,4
Glamorgan-Spring Bay,2018-10,6
Glamorgan-Spring Bay,2018-11,6
Glamorgan-Spring Bay,2018-12,14
Glamorgan-Spring Bay,2019-01,10
Glamorgan-Spring Bay,2019-02,7
Glamorgan-Spring Bay,2019-03,10
Glamorgan-Spring Bay,2019-04,9
Glamorgan-Spring Bay,2019-05,7
Glamorgan-Spring Bay,2019-06,11
Glamorgan-Spring Bay,2019-07,4
Glamorgan-Spring Bay,2019-08,6
Glamorgan-Spring Bay,2019-09,6
Glamorgan-Spring Bay,2019-10,6
Glamorgan-Spring Bay,2019-11,4
Glamorgan-Spring Bay,2019-12,13
Glamorgan-Spring Bay,2020-01,15
Glamorgan-Spring Bay,2020-02,11
Glamorgan-Spring Bay,2020-03,11
Glamorgan-Spring Bay,2020-04,1
Glamorgan-Spring Bay,2020-05,6
Glamorgan-Spring Bay,2020-06,6
Glamorgan-Spring Bay,2020-07,5
Glamorgan-Spring Bay,2020-08,6
Glamorgan-Spring Bay,2020-09,3
Glamorgan-Spring Bay,2020-10,4
Glamorgan-Spring Bay,2020-11,4
Glamorgan-Spring Bay,2020-12,2
Glenorchy,2010-01,51
Glenorchy,2010-02,61
Glenorchy,2010-03,73
Glenorchy,2010-04,46
Glenorchy,2010-05,65
Glenorchy,2010-06,53
Glenorchy,2010-07,57
Glenorchy,2010-08,64
Glenorchy,2010-09,58
Glenorchy,2010-10,63
Glenorchy,2010-11,79
Glenorchy,2010-12,65
Glenorchy,2011-01,53
Glenorchy,2011-02,52
Glenorchy,2011-03,79
Glenorchy,2011-04,63
Glenorchy,2011-05,51
Glenorchy,2011-06,60
Glenorchy,2011-07,57
Glenorchy,2011-08,69
Glenorchy,2011-09,56
Glenorchy,2011-10,49
Glenorchy,2011-11,60
Glenorchy,2011-12,57
Glenorchy,2012-01,42
Glenorchy,2012-02,44
Glenorchy,2012-03,61
Glenorchy,2012-04,49
Glenorchy,2012-05,51
Glenorchy,2012-06,70
Glenorchy,2012-07,70
Glenorchy,2012-08,47
Glenorchy,2012-09,47
Glenorchy,2012-10,46
Glenorchy,2012-11,55
Glenorchy,2012-12,65
Glenorchy,2013-01,52
Glenorchy,2013-02,48
Glenorchy,2013-03,58
Glenorchy,2013-04,46
Glenorchy,2013-05,60
Glenorchy,2013-06,57
Glenorchy,2013-07,52
Glenorchy,2013-08,57
Glenorchy,2013-09,55
Glenorchy,2013-10,57
Glenorchy,2013-11,49
Glenorchy,2013-12,52
Glenorchy,2014-01,48
Glenorchy,2014-02,46
Glenorchy,2014-03,48
Glenorchy,2014-04,57
Glenorchy,2014-05,56
Glenorchy,2014-06,50
Glenorchy,2014-07,54
Glenorchy,2014-08,72
Glenorchy,2014-09,60
Glenorchy,2014-10,52
Glenorchy,2014-11,47
Glenorchy,2014-12,57
Glenorchy,2015-01,62
Glenorchy,2015-02,51
Glenorchy,2015-03,59
Glenorchy,2015-04,50
Glenorchy,2015-05,60
Glenorchy,2015-06,59
Glenorchy,2015-07,59
Glenorchy,2015-08,63
Glenorchy,2015-09,54
Glenorchy,2015-10,42
Glenorchy,2015-11,49
Glenorchy,2015-12,69
Glenorchy,2016-01,51
Glenorchy,2016-02,48
Glenorchy,2016-03,57
Glenorchy,2016-04,65
Glenorchy,2016-05,55
Glenorchy,2016-06,60
Glenorchy,2016-07,61
Glenorchy,2016-08,59
Glenorchy,2016-09,53
Glenorchy,2016-10,56
Glenorchy,2016-11,57
Glenorchy,2016-12,58
Glenorchy,2017-01,49
Glenorchy,2017-02,60
Glenorchy,2017-03,56
Glenorchy,2017-04,42
Glenorchy,2017-05,66
Glenorchy,2017-06,53
Glenorchy,2017-07,56
Glenorchy,2017-08,52
Glenorchy,2017-09,57
Glenorchy,2017-10,52
Glenorchy,2017-11,52
Glenorchy,2017-12,44
Glenorchy,2018-01,34
Glenorchy,2018-02,43
Glenorchy,2018-03,72
Glenorchy,2018-04,48
Glenorchy,2018-05,60
Glenorchy,2018-06,61
Glenorchy,2018-07,55
Glenorchy,2018-08,61
Glenorchy,2018-09,45
Glenorchy,2018-10,55
Glenorchy,2018-11,61
Glenorchy,2018-12,56
Glenorchy,2019-01,56
Glenorchy,2019-02,52
Glenorchy,2019-03,60
Glenorchy,2019-04,53
Glenorchy,2019-05,46
Glenorchy,2019-06,61
Glenorchy,2019-07,51
Glenorchy,2019-08,64
Glenorchy,2019-09,67
Glenorchy,2019-10,46
Glenorchy,2019-11,59
Glenorchy,2019-12,58
Glenorchy,2020-01,60
Glenorchy,2020-02,57
Glenorchy,2020-03,56
Glenorchy,2020-04,34
Glenorchy,2020-05,42
Glenorchy,2020-06,37
Glenorchy,2020-07,44
Glenorchy,2020-08,55
Glenorchy,2020-09,43
Glenorchy,2020-10,35
Glenorchy,2020-11,31
Glenorchy,2020-12,7
Hobart,2010-01,88
Hobart,2010-02,98
Hobart,2010-03,122
Hobart,2010-04,120
Hobart,2010-05,126
Hobart,2010-06,129
Hobart,2010-07,113
Hobart,2010-08,107
Hobart,2010-09,117
Hobart,2010-10,145
Hobart,2010-11,114
Hobart,2010-12,127
Hobart,2011-01,95
Hobart,2011-02,124
Hobart,2011-03,116
Hobart,2011-04,114
Hobart,2011-05,131
Hobart,2011-06,94
Hobart,2011-07,131
Hobart,2011-08,95
Hobart,2011-09,90
Hobart,2011-10,104
Hobart,2011-11,115
Hobart,2011-12,108
Hobart,2012-01,99
Hobart,2012-02,87
Hobart,2012-03,93
Hobart,2012-04,95
Hobart,2012-05,115
Hobart,2012-06,95
Hobart,2012-07,95
Hobart,2012-08,111
Hobart,2012-09,87
Hobart,2012-10,86
Hobart,2012-11,100
Hobart,2012-12,113
Hobart,2013-01,91
Hobart,2013-02,93
Hobart,2013-03,102
Hobart,2013-04,98
Hobart,2013-05,88
Hobart,2013-06,90
Hobart,2013-07,90
Hobart,2013-08,98
Hobart,2013-09,85
Hobart,2013-10,109
Hobart,2013-11,102
Hobart,2013-12,97
Hobart,2014-01,88
Hobart,2014-02,97
Hobart,2014-03,101
Hobart,2014-04,90
Hobart,2014-05,121
Hobart,2014-06,97
Hobart,2014-07,98
Hobart,2014-08,120
Hobart,2014-09,92
Hobart,2014-10,93
Hobart,2014-11,98
Hobart,2014-12,104
Hobart,2015-01,93
Hobart,2015-02,118
Hobart,2015-03,111
Hobart,2015-04,68
Hobart,2015-05,108
Hobart,2015-06,108
Hobart,2015-07,102
Hobart,2015-08,108
Hobart,2015-09,90
Hobart,2015-10,93
Hobart,2015-11,118
Hobart,2015-12,112
Hobart,2016-01,86
Hobart,2016-02,111
Hobart,2016-03,97
Hobart,2016-04,87
Hobart,2016-05,99
Hobart,2016-06,131
Hobart,2016-07,94
Hobart,2016-08,99
Hobart,2016-09,94
Hobart,2016-10,106
Hobart,2016-11,113
Hobart,2016-12,138
Hobart,2017-01,101
Hobart,2017-02,104
Hobart,2017-03,103
Hobart,2017-04,92
Hobart,2017-05,104
Hobart,2017-06,95
Hobart,2017-07,95
Hobart,2017-08,119
Hobart,2017-09,108
Hobart,2017-10,73
Hobart,2017-11,105
Hobart,2017-12,121
Hobart,2018-01,110
Hobart,2018-02,116
Hobart,2018-03,125
Hobart,2018-04,109
Hobart,2018-05,144
Hobart,2018-06,119
Hobart,2018-07,121
Hobart,2018-08,97
Hobart,2018-09,101
Hobart,2018-10,107
Hobart,2018-11,122
Hobart,2018-12,107
Hobart,2019-01,95
Hobart,2019-02,99
Hobart,2019-03,132
Hobart,2019-04,99
Hobart,2019-05,121
Hobart,2019-06,115
Hobart,2019-07,103
Hobart,2019-08,128
Hobart,2019-09,85
Hobart,2019-10,124
Hobart,2019-11,129
Hobart,2019-12,110
Hobart,2020-01,90
Hobart,2020-02,123
Hobart,2020-03,93
Hobart,2020-04,31
Hobart,2020-05,37
Hobart,2020-06,84
Hobart,2020-07,83
Hobart,2020-08,84
Hobart,2020-09,56
Hobart,2020-10,71
Hobart,2020-11,64
Hobart,2020-12,13
Huon Valley,2010-01,16
Huon Valley,2010-02,15
Huon Valley,2010-03,18
Huon Valley,2010-04,9
Huon Valley,2010-05,12
Huon Valley,2010-06,13
Huon Valley,2010-07,14
Huon Valley,2010-08,9
Huon Valley,2010-09,10
