 location_description,date_month,count
Huon Valley,2010-10,12
Huon Valley,2010-11,20
Huon Valley,2010-12,12
Huon Valley,2011-01,16
Huon Valley,2011-02,9
Huon Valley,2011-03,13
Huon Valley,2011-04,7
Huon Valley,2011-05,9
Huon Valley,2011-06,13
Huon Valley,2011-07,13
Huon Valley,2011-08,9
Huon Valley,2011-09,13
Huon Valley,2011-10,19
Huon Valley,2011-11,19
Huon Valley,2011-12,7
Huon Valley,2012-01,19
Huon Valley,2012-02,10
Huon Valley,2012-03,19
Huon Valley,2012-04,12
Huon Valley,2012-05,10
Huon Valley,2012-06,16
Huon Valley,2012-07,11
Huon Valley,2012-08,14
Huon Valley,2012-09,11
Huon Valley,2012-10,10
Huon Valley,2012-11,12
Huon Valley,2012-12,12
Huon Valley,2013-01,16
Huon Valley,2013-02,16
Huon Valley,2013-03,16
Huon Valley,2013-04,9
Huon Valley,2013-05,9
Huon Valley,2013-06,8
Huon Valley,2013-07,12
Huon Valley,2013-08,7
Huon Valley,2013-09,13
Huon Valley,2013-10,3
Huon Valley,2013-11,9
Huon Valley,2013-12,15
Huon Valley,2014-01,19
Huon Valley,2014-02,14
Huon Valley,2014-03,13
Huon Valley,2014-04,7
Huon Valley,2014-05,8
Huon Valley,2014-06,7
Huon Valley,2014-07,15
Huon Valley,2014-08,9
Huon Valley,2014-09,12
Huon Valley,2014-10,17
Huon Valley,2014-11,15
Huon Valley,2014-12,15
Huon Valley,2015-01,19
Huon Valley,2015-02,17
Huon Valley,2015-03,11
Huon Valley,2015-04,13
Huon Valley,2015-05,17
Huon Valley,2015-06,10
Huon Valley,2015-07,9
Huon Valley,2015-08,14
Huon Valley,2015-09,5
Huon Valley,2015-10,14
Huon Valley,2015-11,12
Huon Valley,2015-12,18
Huon Valley,2016-01,10
Huon Valley,2016-02,9
Huon Valley,2016-03,10
Huon Valley,2016-04,18
Huon Valley,2016-05,15
Huon Valley,2016-06,14
Huon Valley,2016-07,18
Huon Valley,2016-08,7
Huon Valley,2016-09,17
Huon Valley,2016-10,8
Huon Valley,2016-11,13
Huon Valley,2016-12,21
Huon Valley,2017-01,14
Huon Valley,2017-02,19
Huon Valley,2017-03,17
Huon Valley,2017-04,11
Huon Valley,2017-05,9
Huon Valley,2017-06,12
Huon Valley,2017-07,15
Huon Valley,2017-08,9
Huon Valley,2017-09,13
Huon Valley,2017-10,19
Huon Valley,2017-11,12
Huon Valley,2017-12,14
Huon Valley,2018-01,14
Huon Valley,2018-02,8
Huon Valley,2018-03,15
Huon Valley,2018-04,11
Huon Valley,2018-05,16
Huon Valley,2018-06,12
Huon Valley,2018-07,8
Huon Valley,2018-08,14
Huon Valley,2018-09,13
Huon Valley,2018-10,12
Huon Valley,2018-11,24
Huon Valley,2018-12,17
Huon Valley,2019-01,26
Huon Valley,2019-02,18
Huon Valley,2019-03,16
Huon Valley,2019-04,12
Huon Valley,2019-05,10
Huon Valley,2019-06,25
Huon Valley,2019-07,13
Huon Valley,2019-08,14
Huon Valley,2019-09,10
Huon Valley,2019-10,13
Huon Valley,2019-11,11
Huon Valley,2019-12,18
Huon Valley,2020-01,23
Huon Valley,2020-02,22
Huon Valley,2020-03,16
Huon Valley,2020-04,10
Huon Valley,2020-05,10
Huon Valley,2020-06,8
Huon Valley,2020-07,12
Huon Valley,2020-08,12
Huon Valley,2020-09,8
Huon Valley,2020-10,6
Huon Valley,2020-11,4
Huon Valley,2020-12,3
Kentish,2010-01,9
Kentish,2010-02,11
Kentish,2010-03,10
Kentish,2010-04,11
Kentish,2010-05,3
Kentish,2010-06,8
Kentish,2010-07,11
Kentish,2010-08,4
Kentish,2010-09,8
Kentish,2010-10,7
Kentish,2010-11,8
Kentish,2010-12,7
Kentish,2011-01,8
Kentish,2011-02,6
Kentish,2011-03,10
Kentish,2011-04,5
Kentish,2011-05,12
Kentish,2011-06,9
Kentish,2011-07,5
Kentish,2011-08,6
Kentish,2011-09,9
Kentish,2011-10,2
Kentish,2011-11,6
Kentish,2011-12,5
Kentish,2012-01,8
Kentish,2012-02,14
Kentish,2012-03,11
Kentish,2012-04,4
Kentish,2012-05,4
Kentish,2012-06,2
Kentish,2012-07,4
Kentish,2012-08,9
Kentish,2012-09,7
Kentish,2012-10,2
Kentish,2012-11,5
Kentish,2012-12,6
Kentish,2013-01,8
Kentish,2013-02,8
Kentish,2013-03,8
Kentish,2013-04,5
Kentish,2013-05,7
Kentish,2013-06,8
Kentish,2013-07,7
Kentish,2013-08,5
Kentish,2013-09,10
Kentish,2013-10,5
Kentish,2013-11,8
Kentish,2013-12,4
Kentish,2014-01,11
Kentish,2014-02,9
Kentish,2014-03,4
Kentish,2014-04,3
Kentish,2014-05,8
Kentish,2014-06,7
Kentish,2014-07,5
Kentish,2014-08,5
Kentish,2014-09,4
Kentish,2014-10,4
Kentish,2014-11,10
Kentish,2014-12,9
Kentish,2015-01,6
Kentish,2015-02,7
Kentish,2015-03,7
Kentish,2015-04,9
Kentish,2015-05,5
Kentish,2015-06,3
Kentish,2015-07,5
Kentish,2015-08,4
Kentish,2015-09,5
Kentish,2015-10,5
Kentish,2015-11,5
Kentish,2015-12,3
Kentish,2016-01,6
Kentish,2016-02,5
Kentish,2016-03,6
Kentish,2016-04,12
Kentish,2016-05,4
Kentish,2016-06,8
Kentish,2016-07,4
Kentish,2016-08,3
Kentish,2016-09,5
Kentish,2016-10,8
Kentish,2016-11,7
Kentish,2016-12,7
Kentish,2017-01,4
Kentish,2017-02,6
Kentish,2017-03,7
Kentish,2017-04,4
Kentish,2017-05,7
Kentish,2017-06,6
Kentish,2017-07,6
Kentish,2017-08,3
Kentish,2017-09,1
Kentish,2017-10,3
Kentish,2017-11,4
Kentish,2017-12,17
Kentish,2018-01,10
Kentish,2018-02,10
Kentish,2018-03,6
Kentish,2018-04,8
Kentish,2018-05,9
Kentish,2018-06,3
Kentish,2018-07,4
Kentish,2018-08,8
Kentish,2018-09,9
Kentish,2018-10,4
Kentish,2018-11,4
Kentish,2018-12,8
Kentish,2019-01,9
Kentish,2019-02,8
Kentish,2019-03,8
Kentish,2019-04,6
Kentish,2019-05,5
Kentish,2019-06,15
Kentish,2019-07,3
Kentish,2019-08,8
Kentish,2019-09,10
Kentish,2019-10,6
Kentish,2019-11,6
Kentish,2019-12,5
Kentish,2020-01,13
Kentish,2020-02,8
Kentish,2020-03,9
Kentish,2020-04,4
Kentish,2020-05,4
Kentish,2020-06,2
Kentish,2020-07,9
Kentish,2020-08,7
Kentish,2020-09,7
Kentish,2020-10,4
Kentish,2020-11,4
Kentish,2020-12,1
King Island,2010-02,1
King Island,2010-03,1
King Island,2010-06,2
King Island,2010-08,2
King Island,2010-09,1
King Island,2010-10,1
King Island,2010-11,1
King Island,2011-01,3
King Island,2011-02,1
King Island,2011-03,3
King Island,2011-04,2
King Island,2011-05,2
King Island,2011-09,1
King Island,2011-10,1
King Island,2011-12,2
King Island,2012-02,1
King Island,2012-07,4
King Island,2012-09,1
King Island,2012-12,1
King Island,2013-01,4
King Island,2013-07,2
King Island,2013-08,3
King Island,2013-12,1
King Island,2014-01,1
King Island,2014-03,1
King Island,2014-04,2
King Island,2014-06,1
King Island,2014-08,2
King Island,2014-09,1
King Island,2014-10,1
King Island,2014-12,2
King Island,2015-02,1
King Island,2015-03,1
King Island,2015-04,1
King Island,2015-07,1
King Island,2015-08,2
King Island,2015-09,1
King Island,2016-04,2
King Island,2016-05,1
King Island,2016-06,2
King Island,2016-07,4
King Island,2017-02,3
King Island,2017-06,2
King Island,2017-11,2
King Island,2017-12,1
King Island,2018-01,2
King Island,2018-02,1
King Island,2018-03,1
King Island,2018-04,1
King Island,2018-05,1
King Island,2018-06,5
King Island,2018-07,3
King Island,2018-09,3
King Island,2018-12,2
King Island,2019-02,4
King Island,2019-04,2
King Island,2019-05,1
King Island,2019-06,3
King Island,2019-07,1
King Island,2019-08,2
King Island,2019-09,1
King Island,2019-10,1
King Island,2020-02,1
King Island,2020-03,1
King Island,2020-08,2
King Island,2020-12,1
Kingborough,2010-01,27
Kingborough,2010-02,25
Kingborough,2010-03,30
Kingborough,2010-04,21
Kingborough,2010-05,17
Kingborough,2010-06,26
Kingborough,2010-07,23
Kingborough,2010-08,23
Kingborough,2010-09,27
Kingborough,2010-10,21
Kingborough,2010-11,23
Kingborough,2010-12,29
Kingborough,2011-01,16
Kingborough,2011-02,20
Kingborough,2011-03,25
Kingborough,2011-04,30
Kingborough,2011-05,15
Kingborough,2011-06,24
Kingborough,2011-07,26
Kingborough,2011-08,15
Kingborough,2011-09,19
Kingborough,2011-10,21
Kingborough,2011-11,18
Kingborough,2011-12,23
Kingborough,2012-01,22
Kingborough,2012-02,26
Kingborough,2012-03,21
Kingborough,2012-04,26
Kingborough,2012-05,15
Kingborough,2012-06,20
Kingborough,2012-07,13
Kingborough,2012-08,15
Kingborough,2012-09,18
Kingborough,2012-10,16
Kingborough,2012-11,22
Kingborough,2012-12,21
Kingborough,2013-01,25
Kingborough,2013-02,14
Kingborough,2013-03,23
Kingborough,2013-04,17
Kingborough,2013-05,20
Kingborough,2013-06,19
Kingborough,2013-07,28
Kingborough,2013-08,29
Kingborough,2013-09,27
Kingborough,2013-10,22
Kingborough,2013-11,27
Kingborough,2013-12,23
Kingborough,2014-01,25
Kingborough,2014-02,23
Kingborough,2014-03,34
Kingborough,2014-04,24
Kingborough,2014-05,20
Kingborough,2014-06,25
Kingborough,2014-07,15
Kingborough,2014-08,23
Kingborough,2014-09,19
Kingborough,2014-10,20
Kingborough,2014-11,23
Kingborough,2014-12,26
Kingborough,2015-01,19
Kingborough,2015-02,25
Kingborough,2015-03,26
Kingborough,2015-04,24
Kingborough,2015-05,26
Kingborough,2015-06,27
Kingborough,2015-07,14
Kingborough,2015-08,21
Kingborough,2015-09,23
Kingborough,2015-10,27
Kingborough,2015-11,30
Kingborough,2015-12,36
Kingborough,2016-01,15
Kingborough,2016-02,22
Kingborough,2016-03,18
Kingborough,2016-04,19
Kingborough,2016-05,21
Kingborough,2016-06,22
Kingborough,2016-07,21
Kingborough,2016-08,20
Kingborough,2016-09,27
Kingborough,2016-10,24
Kingborough,2016-11,27
Kingborough,2016-12,35
Kingborough,2017-01,18
Kingborough,2017-02,32
Kingborough,2017-03,28
Kingborough,2017-04,18
Kingborough,2017-05,24
Kingborough,2017-06,17
Kingborough,2017-07,22
Kingborough,2017-08,20
Kingborough,2017-09,16
Kingborough,2017-10,27
Kingborough,2017-11,33
Kingborough,2017-12,34
Kingborough,2018-01,24
Kingborough,2018-02,19
Kingborough,2018-03,15
Kingborough,2018-04,17
Kingborough,2018-05,22
Kingborough,2018-06,33
Kingborough,2018-07,29
Kingborough,2018-08,26
Kingborough,2018-09,21
Kingborough,2018-10,20
Kingborough,2018-11,32
Kingborough,2018-12,28
Kingborough,2019-01,23
Kingborough,2019-02,27
Kingborough,2019-03,30
Kingborough,2019-04,25
Kingborough,2019-05,34
Kingborough,2019-06,25
Kingborough,2019-07,31
Kingborough,2019-08,28
Kingborough,2019-09,23
Kingborough,2019-10,17
Kingborough,2019-11,22
Kingborough,2019-12,22
Kingborough,2020-01,25
Kingborough,2020-02,21
Kingborough,2020-03,26
Kingborough,2020-04,12
Kingborough,2020-05,18
Kingborough,2020-06,16
Kingborough,2020-07,22
Kingborough,2020-08,25
Kingborough,2020-09,14
Kingborough,2020-10,13
Kingborough,2020-11,19
Kingborough,2020-12,6
Latrobe,2010-01,16
Latrobe,2010-02,8
Latrobe,2010-03,10
Latrobe,2010-04,7
Latrobe,2010-05,7
Latrobe,2010-06,13
Latrobe,2010-07,10
Latrobe,2010-08,6
Latrobe,2010-09,7
Latrobe,2010-10,6
Latrobe,2010-11,13
Latrobe,2010-12,7
Latrobe,2011-01,13
Latrobe,2011-02,6
Latrobe,2011-03,13
Latrobe,2011-04,15
Latrobe,2011-05,8
Latrobe,2011-06,5
Latrobe,2011-07,2
Latrobe,2011-08,6
Latrobe,2011-09,8
Latrobe,2011-10,7
Latrobe,2011-11,5
Latrobe,2011-12,9
Latrobe,2012-01,10
Latrobe,2012-02,6
Latrobe,2012-03,11
Latrobe,2012-04,7
Latrobe,2012-05,4
Latrobe,2012-06,9
Latrobe,2012-07,6
Latrobe,2012-08,5
Latrobe,2012-09,11
Latrobe,2012-10,7
Latrobe,2012-11,11
Latrobe,2012-12,3
Latrobe,2013-01,9
Latrobe,2013-02,10
Latrobe,2013-03,7
Latrobe,2013-04,9
Latrobe,2013-05,8
Latrobe,2013-06,6
Latrobe,2013-07,7
Latrobe,2013-08,9
Latrobe,2013-09,12
Latrobe,2013-10,13
Latrobe,2013-11,7
Latrobe,2013-12,8
Latrobe,2014-01,8
Latrobe,2014-02,5
Latrobe,2014-03,13
Latrobe,2014-04,10
Latrobe,2014-05,10
Latrobe,2014-06,9
Latrobe,2014-07,11
Latrobe,2014-08,10
Latrobe,2014-09,6
Latrobe,2014-10,7
Latrobe,2014-11,3
Latrobe,2014-12,9
Latrobe,2015-01,8
Latrobe,2015-02,8
Latrobe,2015-03,10
Latrobe,2015-04,10
Latrobe,2015-05,9
Latrobe,2015-06,4
Latrobe,2015-07,6
Latrobe,2015-08,11
Latrobe,2015-09,8
Latrobe,2015-10,6
Latrobe,2015-11,14
Latrobe,2015-12,5
Latrobe,2016-01,11
Latrobe,2016-02,7
Latrobe,2016-03,16
Latrobe,2016-04,19
Latrobe,2016-05,6
Latrobe,2016-06,10
Latrobe,2016-07,16
Latrobe,2016-08,6
Latrobe,2016-09,11
Latrobe,2016-10,4
Latrobe,2016-11,12
Latrobe,2016-12,11
Latrobe,2017-01,9
Latrobe,2017-02,12
Latrobe,2017-03,12
Latrobe,2017-04,16
Latrobe,2017-05,12
Latrobe,2017-06,6
Latrobe,2017-07,7
Latrobe,2017-08,8
Latrobe,2017-09,10
Latrobe,2017-10,11
Latrobe,2017-11,9
Latrobe,2017-12,12
Latrobe,2018-01,17
Latrobe,2018-02,6
Latrobe,2018-03,21
Latrobe,2018-04,12
Latrobe,2018-05,13
Latrobe,2018-06,13
Latrobe,2018-07,8
Latrobe,2018-08,9
Latrobe,2018-09,3
Latrobe,2018-10,10
Latrobe,2018-11,14
Latrobe,2018-12,8
Latrobe,2019-01,7
Latrobe,2019-02,15
Latrobe,2019-03,15
Latrobe,2019-04,9
Latrobe,2019-05,14
Latrobe,2019-06,16
Latrobe,2019-07,7
Latrobe,2019-08,7
Latrobe,2019-09,11
Latrobe,2019-10,7
Latrobe,2019-11,13
Latrobe,2019-12,16
Latrobe,2020-01,10
Latrobe,2020-02,14
Latrobe,2020-03,9
Latrobe,2020-04,3
Latrobe,2020-05,8
Latrobe,2020-06,12
Latrobe,2020-07,16
Latrobe,2020-08,8
Latrobe,2020-09,5
Latrobe,2020-10,8
Latrobe,2020-11,8
Latrobe,2020-12,5
Launceston,2010-01,75
Launceston,2010-02,76
Launceston,2010-03,86
Launceston,2010-04,76
Launceston,2010-05,92
Launceston,2010-06,72
Launceston,2010-07,97
Launceston,2010-08,73
Launceston,2010-09,93
Launceston,2010-10,89
Launceston,2010-11,66
Launceston,2010-12,79
Launceston,2011-01,76
Launceston,2011-02,67
Launceston,2011-03,66
Launceston,2011-04,77
Launceston,2011-05,98
Launceston,2011-06,74
Launceston,2011-07,86
Launceston,2011-08,80
Launceston,2011-09,58
Launceston,2011-10,97
Launceston,2011-11,82
Launceston,2011-12,89
Launceston,2012-01,49
Launceston,2012-02,71
Launceston,2012-03,82
Launceston,2012-04,78
Launceston,2012-05,64
Launceston,2012-06,61
Launceston,2012-07,74
Launceston,2012-08,80
Launceston,2012-09,58
Launceston,2012-10,77
Launceston,2012-11,70
Launceston,2012-12,78
Launceston,2013-01,56
Launceston,2013-02,60
Launceston,2013-03,71
Launceston,2013-04,85
Launceston,2013-05,87
Launceston,2013-06,72
Launceston,2013-07,93
Launceston,2013-08,67
Launceston,2013-09,75
Launceston,2013-10,64
Launceston,2013-11,78
Launceston,2013-12,78
Launceston,2014-01,88
Launceston,2014-02,81
Launceston,2014-03,87
Launceston,2014-04,100
Launceston,2014-05,92
Launceston,2014-06,80
Launceston,2014-07,95
Launceston,2014-08,81
Launceston,2014-09,67
Launceston,2014-10,62
Launceston,2014-11,71
Launceston,2014-12,91
Launceston,2015-01,79
Launceston,2015-02,85
Launceston,2015-03,109
Launceston,2015-04,99
Launceston,2015-05,88
Launceston,2015-06,97
Launceston,2015-07,86
Launceston,2015-08,92
Launceston,2015-09,63
Launceston,2015-10,68
Launceston,2015-11,92
Launceston,2015-12,81
Launceston,2016-01,65
Launceston,2016-02,96
Launceston,2016-03,112
Launceston,2016-04,80
Launceston,2016-05,95
Launceston,2016-06,91
Launceston,2016-07,75
Launceston,2016-08,80
Launceston,2016-09,65
Launceston,2016-10,93
Launceston,2016-11,103
Launceston,2016-12,98
Launceston,2017-01,79
Launceston,2017-02,92
Launceston,2017-03,103
Launceston,2017-04,86
Launceston,2017-05,92
Launceston,2017-06,86
Launceston,2017-07,80
Launceston,2017-08,86
Launceston,2017-09,91
Launceston,2017-10,94
Launceston,2017-11,87
Launceston,2017-12,108
Launceston,2018-01,79
Launceston,2018-02,96
Launceston,2018-03,102
Launceston,2018-04,66
Launceston,2018-05,102
Launceston,2018-06,105
Launceston,2018-07,86
Launceston,2018-08,87
Launceston,2018-09,92
Launceston,2018-10,72
Launceston,2018-11,89
Launceston,2018-12,80
Launceston,2019-01,67
Launceston,2019-02,87
Launceston,2019-03,71
Launceston,2019-04,87
Launceston,2019-05,114
Launceston,2019-06,96
Launceston,2019-07,67
Launceston,2019-08,80
Launceston,2019-09,90
Launceston,2019-10,89
Launceston,2019-11,83
Launceston,2019-12,94
Launceston,2020-01,72
Launceston,2020-02,80
Launceston,2020-03,79
Launceston,2020-04,51
Launceston,2020-05,74
Launceston,2020-06,71
Launceston,2020-07,98
Launceston,2020-08,76
Launceston,2020-09,72
Launceston,2020-10,54
Launceston,2020-11,55
Launceston,2020-12,7
Meander Valley,2010-01,18
Meander Valley,2010-02,18
Meander Valley,2010-03,12
Meander Valley,2010-04,17
Meander Valley,2010-05,18
Meander Valley,2010-06,16
Meander Valley,2010-07,20
Meander Valley,2010-08,13
Meander Valley,2010-09,12
Meander Valley,2010-10,11
Meander Valley,2010-11,8
Meander Valley,2010-12,10
Meander Valley,2011-01,22
Meander Valley,2011-02,18
Meander Valley,2011-03,23
Meander Valley,2011-04,13
Meander Valley,2011-05,14
Meander Valley,2011-06,28
Meander Valley,2011-07,11
Meander Valley,2011-08,7
Meander Valley,2011-09,14
Meander Valley,2011-10,11
Meander Valley,2011-11,16
Meander Valley,2011-12,18
Meander Valley,2012-01,9
Meander Valley,2012-02,13
Meander Valley,2012-03,14
Meander Valley,2012-04,7
Meander Valley,2012-05,12
Meander Valley,2012-06,15
Meander Valley,2012-07,9
Meander Valley,2012-08,9
Meander Valley,2012-09,16
Meander Valley,2012-10,11
Meander Valley,2012-11,7
Meander Valley,2012-12,12
Meander Valley,2013-01,12
Meander Valley,2013-02,13
Meander Valley,2013-03,13
Meander Valley,2013-04,14
Meander Valley,2013-05,14
Meander Valley,2013-06,16
Meander Valley,2013-07,15
Meander Valley,2013-08,17
Meander Valley,2013-09,6
Meander Valley,2013-10,10
Meander Valley,2013-11,14
Meander Valley,2013-12,16
Meander Valley,2014-01,13
Meander Valley,2014-02,21
Meander Valley,2014-03,15
Meander Valley,2014-04,13
Meander Valley,2014-05,14
Meander Valley,2014-06,4
Meander Valley,2014-07,13
Meander Valley,2014-08,16
Meander Valley,2014-09,14
Meander Valley,2014-10,9
Meander Valley,2014-11,7
Meander Valley,2014-12,11
Meander Valley,2015-01,10
Meander Valley,2015-02,14
Meander Valley,2015-03,11
Meander Valley,2015-04,8
Meander Valley,2015-05,14
Meander Valley,2015-06,10
Meander Valley,2015-07,18
Meander Valley,2015-08,10
Meander Valley,2015-09,9
Meander Valley,2015-10,15
Meander Valley,2015-11,12
Meander Valley,2015-12,17
Meander Valley,2016-01,9
Meander Valley,2016-02,18
Meander Valley,2016-03,16
Meander Valley,2016-04,10
Meander Valley,2016-05,11
Meander Valley,2016-06,9
Meander Valley,2016-07,11
Meander Valley,2016-08,9
Meander Valley,2016-09,11
Meander Valley,2016-10,14
Meander Valley,2016-11,12
Meander Valley,2016-12,20
Meander Valley,2017-01,16
Meander Valley,2017-02,4
Meander Valley,2017-03,19
Meander Valley,2017-04,17
Meander Valley,2017-05,25
Meander Valley,2017-06,9
Meander Valley,2017-07,10
Meander Valley,2017-08,17
Meander Valley,2017-09,13
Meander Valley,2017-10,18
Meander Valley,2017-11,15
Meander Valley,2017-12,13
Meander Valley,2018-01,20
Meander Valley,2018-02,10
Meander Valley,2018-03,13
Meander Valley,2018-04,15
Meander Valley,2018-05,15
Meander Valley,2018-06,17
Meander Valley,2018-07,11
Meander Valley,2018-08,8
Meander Valley,2018-09,17
Meander Valley,2018-10,18
Meander Valley,2018-11,16
Meander Valley,2018-12,16
Meander Valley,2019-01,16
Meander Valley,2019-02,9
Meander Valley,2019-03,15
Meander Valley,2019-04,17
Meander Valley,2019-05,19
Meander Valley,2019-06,16
Meander Valley,2019-07,15
Meander Valley,2019-08,9
Meander Valley,2019-09,17
Meander Valley,2019-10,10
Meander Valley,2019-11,19
Meander Valley,2019-12,16
Meander Valley,2020-01,20
Meander Valley,2020-02,19
Meander Valley,2020-03,14
Meander Valley,2020-04,4
Meander Valley,2020-05,11
Meander Valley,2020-06,12
Meander Valley,2020-07,18
Meander Valley,2020-08,14
Meander Valley,2020-09,17
Meander Valley,2020-10,13
Meander Valley,2020-11,17
Meander Valley,2020-12,1
Northern Midlands,2010-01,10
Northern Midlands,2010-02,20
Northern Midlands,2010-03,16
Northern Midlands,2010-04,6
Northern Midlands,2010-05,8
Northern Midlands,2010-06,16
Northern Midlands,2010-07,8
Northern Midlands,2010-08,10
Northern Midlands,2010-09,10
Northern Midlands,2010-10,8
Northern Midlands,2010-11,14
Northern Midlands,2010-12,16
Northern Midlands,2011-01,19
Northern Midlands,2011-02,9
Northern Midlands,2011-03,13
Northern Midlands,2011-04,18
Northern Midlands,2011-05,12
Northern Midlands,2011-06,20
Northern Midlands,2011-07,11
Northern Midlands,2011-08,4
Northern Midlands,2011-09,14
Northern Midlands,2011-10,13
Northern Midlands,2011-11,8
Northern Midlands,2011-12,10
Northern Midlands,2012-01,12
Northern Midlands,2012-02,5
Northern Midlands,2012-03,8
Northern Midlands,2012-04,14
Northern Midlands,2012-05,10
Northern Midlands,2012-06,12
Northern Midlands,2012-07,10
Northern Midlands,2012-08,13
Northern Midlands,2012-09,7
Northern Midlands,2012-10,10
Northern Midlands,2012-11,12
Northern Midlands,2012-12,10
Northern Midlands,2013-01,11
Northern Midlands,2013-02,13
Northern Midlands,2013-03,18
Northern Midlands,2013-04,14
Northern Midlands,2013-05,10
Northern Midlands,2013-06,13
Northern Midlands,2013-07,14
Northern Midlands,2013-08,9
Northern Midlands,2013-09,12
Northern Midlands,2013-10,13
