 location_description,date_month,count
Northern Midlands,2013-11,14
Northern Midlands,2013-12,20
Northern Midlands,2014-01,8
Northern Midlands,2014-02,13
Northern Midlands,2014-03,19
Northern Midlands,2014-04,17
Northern Midlands,2014-05,8
Northern Midlands,2014-06,9
Northern Midlands,2014-07,10
Northern Midlands,2014-08,10
Northern Midlands,2014-09,6
Northern Midlands,2014-10,8
Northern Midlands,2014-11,13
Northern Midlands,2014-12,15
Northern Midlands,2015-01,11
Northern Midlands,2015-02,18
Northern Midlands,2015-03,15
Northern Midlands,2015-04,13
Northern Midlands,2015-05,7
Northern Midlands,2015-06,16
Northern Midlands,2015-07,8
Northern Midlands,2015-08,11
Northern Midlands,2015-09,7
Northern Midlands,2015-10,9
Northern Midlands,2015-11,6
Northern Midlands,2015-12,18
Northern Midlands,2016-01,17
Northern Midlands,2016-02,13
Northern Midlands,2016-03,12
Northern Midlands,2016-04,8
Northern Midlands,2016-05,7
Northern Midlands,2016-06,7
Northern Midlands,2016-07,17
Northern Midlands,2016-08,10
Northern Midlands,2016-09,6
Northern Midlands,2016-10,10
Northern Midlands,2016-11,12
Northern Midlands,2016-12,14
Northern Midlands,2017-01,12
Northern Midlands,2017-02,10
Northern Midlands,2017-03,9
Northern Midlands,2017-04,13
Northern Midlands,2017-05,12
Northern Midlands,2017-06,17
Northern Midlands,2017-07,15
Northern Midlands,2017-08,6
Northern Midlands,2017-09,8
Northern Midlands,2017-10,9
Northern Midlands,2017-11,17
Northern Midlands,2017-12,15
Northern Midlands,2018-01,8
Northern Midlands,2018-02,12
Northern Midlands,2018-03,11
Northern Midlands,2018-04,11
Northern Midlands,2018-05,14
Northern Midlands,2018-06,16
Northern Midlands,2018-07,18
Northern Midlands,2018-08,13
Northern Midlands,2018-09,9
Northern Midlands,2018-10,17
Northern Midlands,2018-11,13
Northern Midlands,2018-12,11
Northern Midlands,2019-01,16
Northern Midlands,2019-02,14
Northern Midlands,2019-03,13
Northern Midlands,2019-04,16
Northern Midlands,2019-05,11
Northern Midlands,2019-06,16
Northern Midlands,2019-07,13
Northern Midlands,2019-08,9
Northern Midlands,2019-09,14
Northern Midlands,2019-10,10
Northern Midlands,2019-11,8
Northern Midlands,2019-12,13
Northern Midlands,2020-01,20
Northern Midlands,2020-02,15
Northern Midlands,2020-03,10
Northern Midlands,2020-04,7
Northern Midlands,2020-05,6
Northern Midlands,2020-06,9
Northern Midlands,2020-07,8
Northern Midlands,2020-08,9
Northern Midlands,2020-09,12
Northern Midlands,2020-10,8
Northern Midlands,2020-11,8
Northern Midlands,2020-12,3
Sorell,2010-01,9
Sorell,2010-02,10
Sorell,2010-03,21
Sorell,2010-04,9
Sorell,2010-05,11
Sorell,2010-06,7
Sorell,2010-07,12
Sorell,2010-08,7
Sorell,2010-09,12
Sorell,2010-10,10
Sorell,2010-11,4
Sorell,2010-12,15
Sorell,2011-01,15
Sorell,2011-02,6
Sorell,2011-03,14
Sorell,2011-04,22
Sorell,2011-05,6
Sorell,2011-06,12
Sorell,2011-07,13
Sorell,2011-08,12
Sorell,2011-09,4
Sorell,2011-10,10
Sorell,2011-11,13
Sorell,2011-12,7
Sorell,2012-01,16
Sorell,2012-02,8
Sorell,2012-03,3
Sorell,2012-04,9
Sorell,2012-05,7
Sorell,2012-06,13
Sorell,2012-07,11
Sorell,2012-08,3
Sorell,2012-09,9
Sorell,2012-10,11
Sorell,2012-11,13
Sorell,2012-12,12
Sorell,2013-01,13
Sorell,2013-02,12
Sorell,2013-03,11
Sorell,2013-04,12
Sorell,2013-05,21
Sorell,2013-06,9
Sorell,2013-07,15
Sorell,2013-08,10
Sorell,2013-09,12
Sorell,2013-10,5
Sorell,2013-11,11
Sorell,2013-12,14
Sorell,2014-01,27
Sorell,2014-02,9
Sorell,2014-03,10
Sorell,2014-04,13
Sorell,2014-05,10
Sorell,2014-06,9
Sorell,2014-07,9
Sorell,2014-08,11
Sorell,2014-09,10
Sorell,2014-10,14
Sorell,2014-11,12
Sorell,2014-12,13
Sorell,2015-01,17
Sorell,2015-02,11
Sorell,2015-03,9
Sorell,2015-04,10
Sorell,2015-05,9
Sorell,2015-06,14
Sorell,2015-07,10
Sorell,2015-08,7
Sorell,2015-09,14
Sorell,2015-10,13
Sorell,2015-11,13
Sorell,2015-12,13
Sorell,2016-01,12
Sorell,2016-02,17
Sorell,2016-03,14
Sorell,2016-04,8
Sorell,2016-05,8
Sorell,2016-06,6
Sorell,2016-07,5
Sorell,2016-08,13
Sorell,2016-09,3
Sorell,2016-10,14
Sorell,2016-11,14
Sorell,2016-12,21
Sorell,2017-01,12
Sorell,2017-02,11
Sorell,2017-03,18
Sorell,2017-04,12
Sorell,2017-05,10
Sorell,2017-06,6
Sorell,2017-07,10
Sorell,2017-08,11
Sorell,2017-09,11
Sorell,2017-10,21
Sorell,2017-11,7
Sorell,2017-12,13
Sorell,2018-01,25
Sorell,2018-02,8
Sorell,2018-03,13
Sorell,2018-04,12
Sorell,2018-05,14
Sorell,2018-06,8
Sorell,2018-07,12
Sorell,2018-08,14
Sorell,2018-09,11
Sorell,2018-10,12
Sorell,2018-11,14
Sorell,2018-12,9
Sorell,2019-01,6
Sorell,2019-02,11
Sorell,2019-03,15
Sorell,2019-04,10
Sorell,2019-05,15
Sorell,2019-06,12
Sorell,2019-07,4
Sorell,2019-08,9
Sorell,2019-09,3
Sorell,2019-10,14
Sorell,2019-11,14
Sorell,2019-12,24
Sorell,2020-01,15
Sorell,2020-02,17
Sorell,2020-03,20
Sorell,2020-04,4
Sorell,2020-05,4
Sorell,2020-06,16
Sorell,2020-07,12
Sorell,2020-08,10
Sorell,2020-09,8
Sorell,2020-10,7
Sorell,2020-11,7
Sorell,2020-12,4
Southern Midlands,2010-01,13
Southern Midlands,2010-02,11
Southern Midlands,2010-03,4
Southern Midlands,2010-04,7
Southern Midlands,2010-05,6
Southern Midlands,2010-06,2
Southern Midlands,2010-07,8
Southern Midlands,2010-08,4
Southern Midlands,2010-09,3
Southern Midlands,2010-10,6
Southern Midlands,2010-11,1
Southern Midlands,2010-12,2
Southern Midlands,2011-01,5
Southern Midlands,2011-02,9
Southern Midlands,2011-03,8
Southern Midlands,2011-04,4
Southern Midlands,2011-05,7
Southern Midlands,2011-06,4
Southern Midlands,2011-07,7
Southern Midlands,2011-08,5
Southern Midlands,2011-09,8
Southern Midlands,2011-10,3
Southern Midlands,2011-11,6
Southern Midlands,2011-12,7
Southern Midlands,2012-01,7
Southern Midlands,2012-02,4
Southern Midlands,2012-03,16
Southern Midlands,2012-04,3
Southern Midlands,2012-05,3
Southern Midlands,2012-06,6
Southern Midlands,2012-07,8
Southern Midlands,2012-08,7
Southern Midlands,2012-09,4
Southern Midlands,2012-10,8
Southern Midlands,2012-11,8
Southern Midlands,2012-12,9
Southern Midlands,2013-01,8
Southern Midlands,2013-02,9
Southern Midlands,2013-03,7
Southern Midlands,2013-04,3
Southern Midlands,2013-05,3
Southern Midlands,2013-06,9
Southern Midlands,2013-07,6
Southern Midlands,2013-08,6
Southern Midlands,2013-09,8
Southern Midlands,2013-10,4
Southern Midlands,2013-11,6
Southern Midlands,2013-12,7
Southern Midlands,2014-01,8
Southern Midlands,2014-02,8
Southern Midlands,2014-03,9
Southern Midlands,2014-04,7
Southern Midlands,2014-05,4
Southern Midlands,2014-06,7
Southern Midlands,2014-07,8
Southern Midlands,2014-08,5
Southern Midlands,2014-09,3
Southern Midlands,2014-10,3
Southern Midlands,2014-11,8
Southern Midlands,2014-12,6
Southern Midlands,2015-01,6
Southern Midlands,2015-02,10
Southern Midlands,2015-03,9
Southern Midlands,2015-04,13
Southern Midlands,2015-05,5
Southern Midlands,2015-06,5
Southern Midlands,2015-07,7
Southern Midlands,2015-08,6
Southern Midlands,2015-09,7
Southern Midlands,2015-10,7
Southern Midlands,2015-11,4
Southern Midlands,2015-12,12
Southern Midlands,2016-01,10
Southern Midlands,2016-02,5
Southern Midlands,2016-03,10
Southern Midlands,2016-04,5
Southern Midlands,2016-05,6
Southern Midlands,2016-06,3
Southern Midlands,2016-07,8
Southern Midlands,2016-08,6
Southern Midlands,2016-09,10
Southern Midlands,2016-10,8
Southern Midlands,2016-11,3
Southern Midlands,2016-12,10
Southern Midlands,2017-01,7
Southern Midlands,2017-02,3
Southern Midlands,2017-03,11
Southern Midlands,2017-04,9
Southern Midlands,2017-05,3
Southern Midlands,2017-06,6
Southern Midlands,2017-07,6
Southern Midlands,2017-08,8
Southern Midlands,2017-09,8
Southern Midlands,2017-10,7
Southern Midlands,2017-11,6
Southern Midlands,2017-12,14
Southern Midlands,2018-01,4
Southern Midlands,2018-02,10
Southern Midlands,2018-03,6
Southern Midlands,2018-04,7
Southern Midlands,2018-05,7
Southern Midlands,2018-06,5
Southern Midlands,2018-07,6
Southern Midlands,2018-08,4
Southern Midlands,2018-09,6
Southern Midlands,2018-10,7
Southern Midlands,2018-11,7
Southern Midlands,2018-12,8
Southern Midlands,2019-01,11
Southern Midlands,2019-02,10
Southern Midlands,2019-03,12
Southern Midlands,2019-04,5
Southern Midlands,2019-05,9
Southern Midlands,2019-06,5
Southern Midlands,2019-07,5
Southern Midlands,2019-08,5
Southern Midlands,2019-09,4
Southern Midlands,2019-10,10
Southern Midlands,2019-11,6
Southern Midlands,2019-12,11
Southern Midlands,2020-01,10
Southern Midlands,2020-02,10
Southern Midlands,2020-03,12
Southern Midlands,2020-04,3
Southern Midlands,2020-05,7
Southern Midlands,2020-06,7
Southern Midlands,2020-07,7
Southern Midlands,2020-08,6
Southern Midlands,2020-09,3
Southern Midlands,2020-10,7
Southern Midlands,2020-11,3
Southern Midlands,2020-12,1
Tasman,2010-01,3
Tasman,2010-02,1
Tasman,2010-03,5
Tasman,2010-04,4
Tasman,2010-05,4
Tasman,2010-06,1
Tasman,2010-07,6
Tasman,2010-09,5
Tasman,2010-10,5
Tasman,2010-12,3
Tasman,2011-01,9
Tasman,2011-03,3
Tasman,2011-04,5
Tasman,2011-05,4
Tasman,2011-07,1
Tasman,2011-08,1
Tasman,2011-11,3
Tasman,2011-12,1
Tasman,2012-01,3
Tasman,2012-02,1
Tasman,2012-03,4
Tasman,2012-05,2
Tasman,2012-06,2
Tasman,2012-07,3
Tasman,2012-08,2
Tasman,2012-09,2
Tasman,2012-10,1
Tasman,2012-11,2
Tasman,2012-12,1
Tasman,2013-01,2
Tasman,2013-02,3
Tasman,2013-03,4
Tasman,2013-04,4
Tasman,2013-06,3
Tasman,2013-07,2
Tasman,2013-08,1
Tasman,2013-09,1
Tasman,2013-10,5
Tasman,2013-11,3
Tasman,2013-12,2
Tasman,2014-01,1
Tasman,2014-03,5
Tasman,2014-04,1
Tasman,2014-05,3
Tasman,2014-06,2
Tasman,2014-07,1
Tasman,2014-08,1
Tasman,2014-09,2
Tasman,2014-10,3
Tasman,2014-11,6
Tasman,2014-12,1
Tasman,2015-01,4
Tasman,2015-02,2
Tasman,2015-03,3
Tasman,2015-04,3
Tasman,2015-05,2
Tasman,2015-06,2
Tasman,2015-07,2
Tasman,2015-08,4
Tasman,2015-09,2
Tasman,2015-10,4
Tasman,2015-11,1
Tasman,2015-12,3
Tasman,2016-01,4
Tasman,2016-02,3
Tasman,2016-03,2
Tasman,2016-04,1
Tasman,2016-05,1
Tasman,2016-06,4
Tasman,2016-07,5
Tasman,2016-08,2
Tasman,2016-09,3
Tasman,2016-10,5
Tasman,2016-11,2
Tasman,2016-12,3
Tasman,2017-01,4
Tasman,2017-02,3
Tasman,2017-03,6
Tasman,2017-04,4
Tasman,2017-05,2
Tasman,2017-06,7
Tasman,2017-07,5
Tasman,2017-08,1
Tasman,2017-09,2
Tasman,2017-10,3
Tasman,2017-11,4
Tasman,2017-12,6
Tasman,2018-01,4
Tasman,2018-02,4
Tasman,2018-03,11
Tasman,2018-04,5
Tasman,2018-05,2
Tasman,2018-06,4
Tasman,2018-07,4
Tasman,2018-08,1
Tasman,2018-09,2
Tasman,2018-11,1
Tasman,2018-12,2
Tasman,2019-01,1
Tasman,2019-02,2
Tasman,2019-03,4
Tasman,2019-04,6
Tasman,2019-05,1
Tasman,2019-06,2
Tasman,2019-07,6
Tasman,2019-08,2
Tasman,2019-09,4
Tasman,2019-10,5
Tasman,2019-11,4
Tasman,2019-12,4
Tasman,2020-01,1
Tasman,2020-02,6
Tasman,2020-03,4
Tasman,2020-04,4
Tasman,2020-05,2
Tasman,2020-06,1
Tasman,2020-07,3
Tasman,2020-08,2
Tasman,2020-09,4
Tasman,2020-10,1
Tasman,2020-11,1
Tasman,2020-12,1
Waratah-Wynyard,2010-01,13
Waratah-Wynyard,2010-02,8
Waratah-Wynyard,2010-03,16
Waratah-Wynyard,2010-04,10
Waratah-Wynyard,2010-05,14
Waratah-Wynyard,2010-06,18
Waratah-Wynyard,2010-07,15
Waratah-Wynyard,2010-08,12
Waratah-Wynyard,2010-09,10
Waratah-Wynyard,2010-10,8
Waratah-Wynyard,2010-11,17
Waratah-Wynyard,2010-12,20
Waratah-Wynyard,2011-01,9
Waratah-Wynyard,2011-02,10
Waratah-Wynyard,2011-03,15
Waratah-Wynyard,2011-04,12
Waratah-Wynyard,2011-05,5
Waratah-Wynyard,2011-06,10
Waratah-Wynyard,2011-07,9
Waratah-Wynyard,2011-08,4
Waratah-Wynyard,2011-09,12
Waratah-Wynyard,2011-10,13
Waratah-Wynyard,2011-11,14
Waratah-Wynyard,2011-12,19
Waratah-Wynyard,2012-01,21
Waratah-Wynyard,2012-02,13
Waratah-Wynyard,2012-03,19
Waratah-Wynyard,2012-04,6
Waratah-Wynyard,2012-05,10
Waratah-Wynyard,2012-06,4
Waratah-Wynyard,2012-07,10
Waratah-Wynyard,2012-08,8
Waratah-Wynyard,2012-09,6
Waratah-Wynyard,2012-10,9
Waratah-Wynyard,2012-11,5
Waratah-Wynyard,2012-12,17
Waratah-Wynyard,2013-01,15
Waratah-Wynyard,2013-02,11
Waratah-Wynyard,2013-03,12
Waratah-Wynyard,2013-04,8
Waratah-Wynyard,2013-05,13
Waratah-Wynyard,2013-06,13
Waratah-Wynyard,2013-07,19
Waratah-Wynyard,2013-08,10
Waratah-Wynyard,2013-09,9
Waratah-Wynyard,2013-10,14
Waratah-Wynyard,2013-11,10
Waratah-Wynyard,2013-12,8
Waratah-Wynyard,2014-01,12
Waratah-Wynyard,2014-02,17
Waratah-Wynyard,2014-03,17
Waratah-Wynyard,2014-04,4
Waratah-Wynyard,2014-05,10
Waratah-Wynyard,2014-06,4
Waratah-Wynyard,2014-07,10
Waratah-Wynyard,2014-08,16
Waratah-Wynyard,2014-09,7
Waratah-Wynyard,2014-10,10
Waratah-Wynyard,2014-11,11
Waratah-Wynyard,2014-12,13
Waratah-Wynyard,2015-01,13
Waratah-Wynyard,2015-02,15
Waratah-Wynyard,2015-03,14
Waratah-Wynyard,2015-04,11
Waratah-Wynyard,2015-05,12
Waratah-Wynyard,2015-06,16
Waratah-Wynyard,2015-07,7
Waratah-Wynyard,2015-08,10
Waratah-Wynyard,2015-09,8
Waratah-Wynyard,2015-10,8
Waratah-Wynyard,2015-11,15
Waratah-Wynyard,2015-12,13
Waratah-Wynyard,2016-01,8
Waratah-Wynyard,2016-02,18
Waratah-Wynyard,2016-03,11
Waratah-Wynyard,2016-04,16
Waratah-Wynyard,2016-05,11
Waratah-Wynyard,2016-06,13
Waratah-Wynyard,2016-07,9
Waratah-Wynyard,2016-08,12
Waratah-Wynyard,2016-09,11
Waratah-Wynyard,2016-10,21
Waratah-Wynyard,2016-11,12
Waratah-Wynyard,2016-12,11
Waratah-Wynyard,2017-01,10
Waratah-Wynyard,2017-02,12
Waratah-Wynyard,2017-03,18
Waratah-Wynyard,2017-04,10
Waratah-Wynyard,2017-05,11
Waratah-Wynyard,2017-06,10
Waratah-Wynyard,2017-07,15
Waratah-Wynyard,2017-08,6
Waratah-Wynyard,2017-09,4
Waratah-Wynyard,2017-10,12
Waratah-Wynyard,2017-11,5
Waratah-Wynyard,2017-12,20
Waratah-Wynyard,2018-01,18
Waratah-Wynyard,2018-02,12
Waratah-Wynyard,2018-03,13
Waratah-Wynyard,2018-04,9
Waratah-Wynyard,2018-05,11
Waratah-Wynyard,2018-06,7
Waratah-Wynyard,2018-07,8
Waratah-Wynyard,2018-08,10
Waratah-Wynyard,2018-09,11
Waratah-Wynyard,2018-10,9
Waratah-Wynyard,2018-11,9
Waratah-Wynyard,2018-12,12
Waratah-Wynyard,2019-01,11
Waratah-Wynyard,2019-02,8
Waratah-Wynyard,2019-03,12
Waratah-Wynyard,2019-04,13
Waratah-Wynyard,2019-05,12
Waratah-Wynyard,2019-06,11
Waratah-Wynyard,2019-07,14
Waratah-Wynyard,2019-08,4
Waratah-Wynyard,2019-09,7
Waratah-Wynyard,2019-10,7
Waratah-Wynyard,2019-11,15
Waratah-Wynyard,2019-12,10
Waratah-Wynyard,2020-01,9
Waratah-Wynyard,2020-02,13
Waratah-Wynyard,2020-03,16
Waratah-Wynyard,2020-04,3
Waratah-Wynyard,2020-05,4
Waratah-Wynyard,2020-06,12
Waratah-Wynyard,2020-07,15
Waratah-Wynyard,2020-08,8
Waratah-Wynyard,2020-09,7
Waratah-Wynyard,2020-10,10
Waratah-Wynyard,2020-11,10
Waratah-Wynyard,2020-12,5
West Coast,2010-01,6
West Coast,2010-02,11
West Coast,2010-03,15
West Coast,2010-04,9
West Coast,2010-05,5
West Coast,2010-06,4
West Coast,2010-07,4
West Coast,2010-08,5
West Coast,2010-09,5
West Coast,2010-10,3
West Coast,2010-11,5
West Coast,2010-12,9
West Coast,2011-01,8
West Coast,2011-02,16
West Coast,2011-03,11
West Coast,2011-04,12
West Coast,2011-05,10
West Coast,2011-06,7
West Coast,2011-07,3
West Coast,2011-08,5
West Coast,2011-09,5
West Coast,2011-10,8
West Coast,2011-11,13
West Coast,2011-12,4
West Coast,2012-01,8
West Coast,2012-02,10
West Coast,2012-03,6
West Coast,2012-04,7
West Coast,2012-05,5
West Coast,2012-06,6
West Coast,2012-07,8
West Coast,2012-08,7
West Coast,2012-09,8
West Coast,2012-10,11
West Coast,2012-11,4
West Coast,2012-12,6
West Coast,2013-01,11
West Coast,2013-02,13
West Coast,2013-03,10
West Coast,2013-04,2
West Coast,2013-05,5
West Coast,2013-06,4
West Coast,2013-07,5
West Coast,2013-08,10
West Coast,2013-09,4
West Coast,2013-10,9
West Coast,2013-11,4
West Coast,2013-12,4
West Coast,2014-01,3
West Coast,2014-02,12
West Coast,2014-03,8
West Coast,2014-04,5
West Coast,2014-05,5
West Coast,2014-06,4
West Coast,2014-07,4
West Coast,2014-08,1
West Coast,2014-09,7
West Coast,2014-10,7
West Coast,2014-11,4
West Coast,2014-12,6
West Coast,2015-01,8
West Coast,2015-02,8
West Coast,2015-03,6
West Coast,2015-04,7
West Coast,2015-05,7
West Coast,2015-06,5
West Coast,2015-07,9
West Coast,2015-08,4
West Coast,2015-09,3
West Coast,2015-10,5
West Coast,2015-11,10
West Coast,2015-12,7
West Coast,2016-01,3
West Coast,2016-02,16
West Coast,2016-03,5
West Coast,2016-04,2
West Coast,2016-05,5
West Coast,2016-06,3
West Coast,2016-07,5
West Coast,2016-08,4
West Coast,2016-09,4
West Coast,2016-10,3
West Coast,2016-11,5
West Coast,2016-12,9
West Coast,2017-01,9
West Coast,2017-02,7
West Coast,2017-03,14
West Coast,2017-04,8
West Coast,2017-05,2
West Coast,2017-06,5
West Coast,2017-07,3
West Coast,2017-08,3
West Coast,2017-09,5
West Coast,2017-10,9
West Coast,2017-11,4
West Coast,2017-12,7
West Coast,2018-01,6
West Coast,2018-02,5
West Coast,2018-03,2
West Coast,2018-04,5
West Coast,2018-05,5
West Coast,2018-06,3
West Coast,2018-07,9
West Coast,2018-08,8
West Coast,2018-09,4
West Coast,2018-10,10
West Coast,2018-11,9
West Coast,2018-12,6
West Coast,2019-01,8
West Coast,2019-02,12
West Coast,2019-03,8
West Coast,2019-04,6
West Coast,2019-05,5
West Coast,2019-06,3
West Coast,2019-07,2
West Coast,2019-08,2
West Coast,2019-09,4
West Coast,2019-10,12
West Coast,2019-11,6
West Coast,2019-12,5
West Coast,2020-01,5
West Coast,2020-02,4
West Coast,2020-03,8
West Coast,2020-04,2
West Coast,2020-05,4
West Coast,2020-06,8
West Coast,2020-07,5
West Coast,2020-08,7
West Coast,2020-09,3
West Coast,2020-10,3
West Coast,2020-11,3
West Coast,2020-12,2
West Tamar,2010-01,15
West Tamar,2010-02,19
West Tamar,2010-03,15
West Tamar,2010-04,14
West Tamar,2010-05,13
West Tamar,2010-06,15
West Tamar,2010-07,22
West Tamar,2010-08,12
West Tamar,2010-09,12
West Tamar,2010-10,15
West Tamar,2010-11,13
West Tamar,2010-12,10
West Tamar,2011-01,17
West Tamar,2011-02,14
West Tamar,2011-03,10
West Tamar,2011-04,14
West Tamar,2011-05,6
West Tamar,2011-06,9
West Tamar,2011-07,14
West Tamar,2011-08,8
West Tamar,2011-09,13
West Tamar,2011-10,7
West Tamar,2011-11,18
West Tamar,2011-12,13
West Tamar,2012-01,12
West Tamar,2012-02,15
West Tamar,2012-03,8
West Tamar,2012-04,12
West Tamar,2012-05,11
West Tamar,2012-06,13
West Tamar,2012-07,9
West Tamar,2012-08,11
West Tamar,2012-09,13
West Tamar,2012-10,13
West Tamar,2012-11,10
West Tamar,2012-12,12
West Tamar,2013-01,10
West Tamar,2013-02,10
West Tamar,2013-03,13
West Tamar,2013-04,13
West Tamar,2013-05,9
West Tamar,2013-06,12
West Tamar,2013-07,13
West Tamar,2013-08,10
West Tamar,2013-09,16
West Tamar,2013-10,9
West Tamar,2013-11,19
West Tamar,2013-12,11
West Tamar,2014-01,8
West Tamar,2014-02,13
West Tamar,2014-03,18
West Tamar,2014-04,9
West Tamar,2014-05,14
West Tamar,2014-06,15
West Tamar,2014-07,12
West Tamar,2014-08,10
West Tamar,2014-09,17
West Tamar,2014-10,9
West Tamar,2014-11,9
West Tamar,2014-12,7
West Tamar,2015-01,14
West Tamar,2015-02,21
West Tamar,2015-03,14
West Tamar,2015-04,11
West Tamar,2015-05,18
West Tamar,2015-06,18
West Tamar,2015-07,6
West Tamar,2015-08,10
West Tamar,2015-09,12
West Tamar,2015-10,7
West Tamar,2015-11,18
West Tamar,2015-12,18
West Tamar,2016-01,15
West Tamar,2016-02,8
West Tamar,2016-03,18
West Tamar,2016-04,10
West Tamar,2016-05,12
West Tamar,2016-06,13
West Tamar,2016-07,15
West Tamar,2016-08,17
West Tamar,2016-09,10
West Tamar,2016-10,12
West Tamar,2016-11,12
West Tamar,2016-12,20
West Tamar,2017-01,10
West Tamar,2017-02,16
West Tamar,2017-03,22
West Tamar,2017-04,12
West Tamar,2017-05,18
West Tamar,2017-06,18
West Tamar,2017-07,20
West Tamar,2017-08,15
West Tamar,2017-09,13
West Tamar,2017-10,16
West Tamar,2017-11,16
West Tamar,2017-12,14
West Tamar,2018-01,13
West Tamar,2018-02,10
West Tamar,2018-03,11
West Tamar,2018-04,11
West Tamar,2018-05,16
West Tamar,2018-06,18
West Tamar,2018-07,19
West Tamar,2018-08,10
West Tamar,2018-09,5
West Tamar,2018-10,9
West Tamar,2018-11,13
West Tamar,2018-12,12
West Tamar,2019-01,15
West Tamar,2019-02,2
West Tamar,2019-03,15
West Tamar,2019-04,14
West Tamar,2019-05,12
West Tamar,2019-06,11
West Tamar,2019-07,16
West Tamar,2019-08,7
West Tamar,2019-09,10
West Tamar,2019-10,12
West Tamar,2019-11,15
West Tamar,2019-12,9
West Tamar,2020-01,13
West Tamar,2020-02,14
West Tamar,2020-03,12
West Tamar,2020-04,6
West Tamar,2020-05,13
West Tamar,2020-06,15
West Tamar,2020-07,11
West Tamar,2020-08,8
West Tamar,2020-09,9
West Tamar,2020-10,10
West Tamar,2020-11,12
West Tamar,2020-12,3
